"","Extra_rs","Agree_rs","Cons_rs","Neur_rs","Open_rs","Extra_1","Agree_1","Cons_1","Neur_1","Open_1","Extra_2","Agree_2","Cons_2","Neur_2","Open_2","age","race","gender","income","edu","state","ideology","spending","reg_business","govrole_big","strong_gov","less_gov_better","trad_1_r","trad_2","trad_3_r","trad_4","Year","male","Open","Extra","Cons","Agree","Neur","traditionalism","Operational"
"454",1,6,7,1,6,5,2,7,2,5,7,7,1,7,2,7,1,2,12,3,"WI",4,0.5,0,1,0,0,2,2,2,5,2012,NA,5.5,3,7,6.5,1.5,2.75,0.3
"455",3,5,7,4,4,5,3,6,2,7,5,7,1,4,4,2,4,2,5,3,"WI",NA,NA,0.5,0,NA,NA,4,4,3,5,2012,NA,5.5,4,6.5,6,3,4,0.25
"456",5,4,7,2,7,5,4,6,1,6,3,6,1,6,1,NA,1,1,NA,2,"WI",4,0.666666666666667,0.5,0,0,0,1,5,1,5,2012,1,6.5,5,6.5,5,1.5,3,0.233333333333333
"457",6,4,4,4,5,6,4,5,3,6,2,5,4,4,3,2,5,1,11,3,"WI",4,NA,0.5,0,0,0,2,3,3,3,2012,1,5.5,6,4.5,4.5,3.5,2.75,0.125
"458",6,3,6,3,5,6,5,7,3,6,2,6,2,5,3,6,6,1,14,3,"WI",4,0.333333333333333,0.25,0,0,0,2,3,2,2,2012,1,5.5,6,6.5,4.5,3,2.25,0.116666666666667
"459",4,6,7,1,3,4,2,6,1,7,4,7,1,7,5,4,1,2,8,1,"WI",2,0,0.5,1,1,1,2,4,2,4,2012,NA,5,4,6.5,6.5,1,3,0.7
"460",2,3,4,3,6,2,5,6,2,5,6,5,4,5,2,6,1,1,11,3,"WI",NA,NA,0.5,1,0,1,2,2,1,2,2012,1,5.5,2,5,4,2.5,1.75,0.625
"461",5,3,4,2,6,3,5,6,4,7,3,6,4,6,2,5,1,2,1,3,"WI",2,0.333333333333333,0.5,1,0,1,2,1,1,3,2012,NA,6.5,4,5,4.5,3,1.75,0.566666666666667
"462",4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,3,1,1,17,2,"WI",4,NA,0.75,0,0,0,3,3,3,3,2012,1,4.5,4,4,4,4.5,3,0.1875
"463",3,2,4,2,3,3,6,7,6,4,5,4,4,6,5,6,5,2,NA,1,"WI",6,0,0,0,0,0,4,1,1,4,2012,NA,3.5,3,5.5,3,4,2.5,0
"464",4,6,6,2,4,4,2,5,4,7,4,7,2,6,4,1,5,2,NA,3,"WI",4,0.5,0.5,0,1,1,1,3,1,4,2012,NA,5.5,4,5.5,6.5,3,2.25,0.6
"465",7,4,3,4,6,5,4,5,5,6,1,5,5,4,2,5,1,1,NA,4,"WI",4,0.666666666666667,0.5,1,1,1,2,2,1,2,2012,1,6,6,4,4.5,4.5,1.75,0.833333333333333
"466",5,5,6,2,2,3,3,3,3,6,3,3,2,6,6,10,2,1,2,3,"AL",5,0.333333333333333,0,0,0,0,2,2,2,4,2012,1,4,4,4.5,4,2.5,2.5,0.0666666666666667
"467",2,3,4,1,2,5,5,6,4,6,6,6,4,7,6,9,2,1,3,1,"AL",5,0.333333333333333,0.5,0,0,0,1,4,1,4,2012,1,4,3.5,5,4.5,2.5,2.5,0.166666666666667
"468",2,2,3,1,2,6,6,6,6,7,6,7,5,7,6,9,2,2,2,2,"AL",NA,0.166666666666667,0.25,0,0,0,1,4,1,5,2012,NA,4.5,4,4.5,4.5,3.5,2.75,0.0833333333333333
"469",3,7,7,1,7,7,1,7,1,7,5,7,1,7,1,4,2,1,3,3,"AL",NA,0.5,0,0,0,0,5,1,1,5,2012,1,7,5,7,7,1,3,0.1
"470",2,3,4,2,2,4,5,4,6,6,6,6,4,6,6,8,2,2,NA,1,"AL",NA,0.5,0,0,1,0,3,3,3,3,2012,NA,4,3,4,4.5,4,3,0.3
"471",3,6,4,4,4,7,2,6,4,6,5,6,4,4,4,8,2,2,1,3,"AL",NA,0.666666666666667,0.75,0,0,0,4,4,3,5,2012,NA,5,5,5,6,4,4,0.283333333333333
"472",1,3,7,1,7,5,5,7,4,7,7,7,1,7,1,6,3,1,24,3,"CA",7,1,0,1,1,1,1,4,5,5,2012,1,7,3,7,5,2.5,3.75,0.8
"473",3,3,7,2,7,4,5,6,1,5,5,5,1,6,1,2,5,1,NA,1,"CA",NA,NA,0.75,0,1,1,2,4,2,4,2012,1,6,3.5,6.5,4,1.5,3,0.6875
"474",7,3,5,2,5,5,5,6,4,7,1,6,3,6,3,4,5,2,14,4,"CA",1,0.166666666666667,0.25,0,0,0,1,1,2,1,2012,NA,6,6,5.5,4.5,3,1.25,0.0833333333333333
"475",2,6,6,2,5,3,2,7,6,6,6,7,2,6,3,1,5,1,NA,2,"CA",4,NA,0.25,1,0,0,1,4,3,3,2012,1,5.5,2.5,6.5,6.5,4,2.75,0.3125
"476",2,4,6,1,5,6,4,7,3,7,6,7,2,7,3,1,5,2,NA,2,"CA",6,NA,0.5,0,1,0,1,3,5,3,2012,NA,6,4,6.5,5.5,2,3,0.375
"477",4,4,2,4,4,4,4,5,3,5,4,6,6,4,4,5,5,1,11,2,"CA",NA,0.5,0.25,0,0,0,1,4,2,3,2012,1,4.5,4,3.5,5,3.5,2.5,0.15
"478",3,4,4,2,4,5,4,5,3,6,5,4,4,6,4,1,5,1,11,3,"CA",NA,NA,0,0,0,0,2,4,1,3,2012,1,5,4,4.5,4,2.5,2.5,0
"479",1,3,7,2,3,6,5,7,2,6,7,5,1,6,5,8,5,2,10,2,"CA",1,0,0.25,0,0,1,1,4,2,4,2012,NA,4.5,3.5,7,4,2,2.75,0.25
"480",5,5,6,2,6,7,3,7,3,6,3,6,2,6,2,13,5,2,10,4,"CA",6,0.166666666666667,0.75,0,1,1,2,4,4,4,2012,NA,6,6,6.5,5.5,2.5,3.5,0.583333333333333
"481",2,5,3,1,3,2,3,6,2,2,6,4,5,7,5,6,5,1,17,3,"CA",2,0.5,0.5,0,0,1,4,4,4,5,2012,1,2.5,2,4.5,4.5,1.5,4.25,0.4
"482",4,4,3,6,4,3,4,2,3,2,4,5,5,2,4,5,5,1,NA,2,"CA",6,0.5,0.5,0,0,0,1,4,3,4,2012,1,3,3.5,2.5,4.5,4.5,3,0.2
"483",7,3,7,2,7,7,5,7,2,7,1,3,1,6,1,5,5,2,14,5,"CA",2,0.166666666666667,0,0,0,0,4,4,1,3,2012,NA,7,7,7,3,2,3,0.0333333333333333
"484",4,4,7,2,4,5,4,6,2,4,4,6,1,6,4,12,5,1,2,1,"CA",NA,NA,0.5,0,0,0,4,3,2,4,2012,1,4,4.5,6.5,5,2,3.25,0.125
"485",2,3,6,5,7,6,5,6,5,6,6,6,2,3,1,4,5,1,1,2,"CA",NA,NA,0,0,0,0,1,3,2,3,2012,1,6.5,4,6,4.5,5,2.25,0
"486",2,3,5,2,5,4,5,5,3,5,6,6,3,6,3,6,5,2,18,3,"CA",3,NA,0.5,0,0,0,2,4,2,4,2012,NA,5,3,5,4.5,2.5,3,0.125
"487",3,5,7,2,3,5,3,6,4,7,5,7,1,6,5,5,5,2,16,2,"CA",2,0.333333333333333,0.5,0,0,0,2,2,2,2,2012,NA,5,4,6.5,6,3,2,0.166666666666667
"488",2,6,3,2,3,1,2,3,2,6,6,7,5,6,5,12,5,1,3,1,"CA",NA,0.166666666666667,1,0,0,0,1,5,2,4,2012,1,4.5,1.5,3,6.5,2,3,0.233333333333333
"489",3,3,6,2,6,6,5,7,5,7,5,6,2,6,2,3,5,1,11,3,"CA",3,0.5,0.5,1,0,1,1,4,3,4,2012,1,6.5,4.5,6.5,4.5,3.5,3,0.6
"490",3,2,6,1,1,6,6,7,3,7,5,7,2,7,7,NA,5,2,NA,3,"CA",NA,0.833333333333333,0.25,1,0,0,1,5,1,3,2012,NA,4,4.5,6.5,4.5,2,2.5,0.416666666666667
"491",4,3,7,4,5,5,5,7,5,7,4,6,1,4,3,7,5,1,8,3,"CA",4,0.333333333333333,0,0,0,0,1,5,2,5,2012,1,6,4.5,7,4.5,4.5,3.25,0.0666666666666667
"492",3,7,6,1,7,4,1,6,1,5,5,6,2,7,1,8,5,2,3,3,"CA",5,0.5,0,0,0,0,2,1,1,2,2012,NA,6,3.5,6,6.5,1,1.5,0.1
"493",2,3,6,2,2,5,5,6,2,2,6,6,2,6,6,7,5,2,18,3,"CA",6,0.333333333333333,0,0,0,0,1,4,2,4,2012,NA,2,3.5,6,4.5,2,2.75,0.0666666666666667
"494",6,5,3,1,7,6,3,5,2,6,2,7,5,7,1,3,5,2,24,3,"CA",2,0.333333333333333,0.25,1,0,1,2,2,1,3,2012,NA,6.5,6,4,6,1.5,2,0.516666666666667
"495",6,4,4,1,2,4,4,6,4,6,2,7,4,7,6,8,5,2,NA,2,"CA",5,NA,0.5,0,0,1,4,5,2,3,2012,NA,4,5,5,5.5,2.5,3.5,0.375
"496",4,4,4,3,4,5,4,6,4,5,4,5,4,5,4,4,5,1,6,2,"CA",4,0.5,0.75,0,0,0,3,3,3,3,2012,1,4.5,4.5,5,4.5,3.5,3,0.25
"497",5,6,3,1,6,6,2,3,1,6,3,7,5,7,2,6,5,1,20,1,"CA",4,0.333333333333333,0.5,0,0,1,1,1,1,4,2012,1,6,5.5,3,6.5,1,1.75,0.366666666666667
"498",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,1,NA,2,"CA",5,0.5,0.25,0,0,0,5,4,3,4,2012,1,4,4,4,4,4,4,0.15
"499",4,6,4,1,1,2,2,4,4,4,4,7,4,7,7,9,5,1,9,1,"CA",NA,0,0.25,0,0,0,5,1,1,5,2012,1,2.5,3,4,6.5,2.5,3,0.05
"500",2,3,7,4,7,5,5,7,5,7,6,7,1,4,1,2,5,1,NA,3,"CA",4,NA,0.25,0,0,0,1,1,1,5,2012,1,7,3.5,7,5,4.5,2,0.0625
"501",2,3,6,4,3,5,5,7,5,3,6,5,2,4,5,1,5,1,13,2,"CA",NA,0,0.5,0,1,1,2,3,2,4,2012,1,3,3.5,6.5,4,4.5,2.75,0.5
"502",3,4,6,3,6,5,4,6,5,6,5,5,2,5,2,3,5,2,22,4,"CA",5,0.333333333333333,0,1,0,1,2,2,1,4,2012,NA,6,4,6,4.5,4,2.25,0.466666666666667
"503",2,3,3,3,3,6,5,6,6,6,6,6,5,5,5,NA,5,1,18,4,"CA",6,0.166666666666667,0,0,0,0,1,5,2,4,2012,1,4.5,4,4.5,4.5,4.5,3,0.0333333333333333
"504",4,4,4,1,4,4,4,3,6,7,4,4,4,7,4,3,5,2,15,3,"CA",NA,0,0,0,0,0,5,4,2,4,2012,NA,5.5,4,3.5,4,3.5,3.75,0
"505",4,5,4,4,4,5,3,6,5,4,4,6,4,4,4,10,5,2,23,2,"CA",4,0.166666666666667,0.5,1,0,0,5,5,5,5,2012,NA,4,4.5,5,5.5,4.5,5,0.333333333333333
"506",3,3,4,2,7,4,5,7,5,5,5,5,4,6,1,3,5,1,21,4,"CA",NA,0.666666666666667,0.5,1,0,1,2,4,2,2,2012,1,6,3.5,5.5,4,3.5,2.5,0.633333333333333
"507",1,4,6,2,5,6,4,7,3,6,7,5,2,6,3,4,5,1,23,3,"CA",5,0.166666666666667,0.75,0,0,0,1,3,2,5,2012,1,5.5,3.5,6.5,4.5,2.5,2.75,0.183333333333333
"508",4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,8,5,2,13,1,"CA",4,NA,0.5,0,0,0,2,4,2,5,2012,NA,4,4,4,4.5,4,3.25,0.125
"509",3,3,7,1,7,5,5,7,1,6,5,7,1,7,1,6,5,1,25,4,"CA",NA,NA,0.5,0,0,0,5,1,1,3,2012,1,6.5,4,7,5,1,2.5,0.125
"510",2,5,5,2,5,3,3,6,3,2,6,5,3,6,3,5,5,1,26,2,"CA",NA,0.333333333333333,0.75,1,1,1,5,5,4,5,2012,1,3.5,2.5,5.5,5,2.5,4.75,0.816666666666667
"511",2,2,4,4,2,6,6,6,4,5,6,7,4,4,6,11,1,2,1,2,"CA",4,0.833333333333333,0.5,0,0,0,2,4,3,4,2012,NA,3.5,4,5,4.5,4,3.25,0.266666666666667
"512",4,4,7,2,3,4,4,2,7,6,4,7,1,6,5,4,5,2,18,2,"CA",NA,0.166666666666667,0.25,0,0,0,2,4,1,5,2012,NA,4.5,4,4.5,5.5,4.5,3,0.0833333333333333
"513",3,4,7,5,6,7,4,7,6,4,5,2,1,3,2,5,5,1,21,3,"CA",NA,0.666666666666667,0.5,1,0,1,3,5,1,4,2012,1,5,5,7,3,5.5,3.25,0.633333333333333
"514",5,4,5,4,5,5,4,6,5,4,3,4,3,4,3,1,5,1,4,1,"CA",NA,NA,0.5,0,0,1,1,3,1,4,2012,1,4.5,5,5.5,4,4.5,2.25,0.375
"515",2,4,7,1,7,4,4,6,6,7,6,6,1,7,1,4,5,1,NA,2,"DE",NA,NA,0,0,0,0,1,1,3,5,2012,1,7,3,6.5,5,3.5,2.5,0
"516",3,3,7,2,7,6,5,7,1,7,5,7,1,6,1,2,2,2,2,2,"DE",6,0.5,0.75,0,0,0,1,2,1,3,2012,NA,7,4.5,7,5,1.5,1.75,0.25
"517",2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,12,2,1,12,1,"FL",NA,0.166666666666667,0,1,0,1,1,2,1,5,2012,1,4,4,4,4,4,2.25,0.433333333333333
"518",5,6,6,3,5,6,2,6,2,5,3,6,2,5,3,4,2,1,23,4,"FL",3,0.333333333333333,0.75,0,0,1,2,4,2,5,2012,1,5,5.5,6,6,2.5,3.25,0.416666666666667
"519",3,7,5,3,2,6,1,6,2,5,5,5,3,5,6,6,2,2,11,5,"FL",NA,0.333333333333333,0,0,0,0,2,2,2,1,2012,NA,3.5,4.5,5.5,6,2.5,1.75,0.0666666666666667
"520",3,4,7,7,7,7,4,7,1,7,5,7,1,1,1,4,2,1,18,4,"FL",NA,0.333333333333333,0,1,0,0,5,5,1,5,2012,1,7,5,7,5.5,4,4,0.266666666666667
"521",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,2,NA,5,"FL",3,0.333333333333333,0.5,0,0,0,4,4,2,5,2012,NA,4,4,4,4,4,3.75,0.166666666666667
"522",6,6,7,1,6,6,2,7,1,6,2,7,1,7,2,8,2,2,12,2,"FL",NA,NA,0,0,0,0,3,5,2,2,2012,NA,6,6,7,6.5,1,3,0
"523",3,6,6,3,6,5,2,6,2,6,5,6,2,5,2,4,2,1,NA,3,"FL",4,NA,0,0,1,0,2,5,2,5,2012,1,6,4,6,6,2.5,3.5,0.25
"524",1,7,4,2,4,1,1,6,1,4,7,6,4,6,4,4,2,2,7,4,"FL",NA,0.333333333333333,NA,0,0,0,5,3,4,3,2012,NA,4,1,5,6.5,1.5,3.75,0.0833333333333333
"525",2,6,7,2,7,5,2,7,3,5,6,6,1,6,1,2,2,1,1,3,"FL",5,0.5,0.5,0,0,0,2,4,2,3,2012,1,6,3.5,7,6,2.5,2.75,0.2
"526",7,4,1,6,4,4,4,4,3,5,1,4,7,2,4,1,2,1,1,2,"FL",NA,NA,0,0,0,0,1,3,1,3,2012,1,4.5,5.5,2.5,4,4.5,2,0
"527",1,2,2,2,4,7,6,6,5,7,7,7,6,6,4,9,2,1,2,2,"FL",7,0,0,1,1,0,2,4,4,5,2012,1,5.5,4,4,4.5,3.5,3.75,0.4
"528",1,7,7,1,7,7,1,7,4,7,7,7,1,7,1,9,2,2,13,4,"FL",NA,NA,0.5,0,0,0,2,4,2,4,2012,NA,7,4,7,7,2.5,3,0.125
"529",3,5,4,4,3,3,3,3,3,3,5,5,4,4,5,6,2,2,15,1,"FL",NA,0.166666666666667,0.5,0,1,0,5,2,1,4,2012,NA,3,3,3.5,5,3.5,3,0.333333333333333
"530",6,3,7,2,5,6,5,7,4,5,2,5,1,6,3,4,2,2,18,5,"FL",4,0.666666666666667,0.25,0,0,0,3,4,4,3,2012,NA,5,6,7,4,3,3.5,0.183333333333333
"531",2,7,7,1,7,4,1,7,1,6,6,5,1,7,1,7,2,2,16,4,"FL",6,0.333333333333333,0.5,0,0,0,1,5,2,5,2012,NA,6.5,3,7,6,1,3.25,0.166666666666667
"532",5,4,6,3,5,7,4,7,6,6,3,7,2,5,3,1,2,2,13,2,"FL",4,0,0.25,0,0,0,3,5,2,4,2012,NA,5.5,6,6.5,5.5,4.5,3.5,0.05
"533",2,4,5,2,4,5,4,6,5,5,6,6,3,6,4,8,2,1,23,2,"FL",NA,0.5,0.25,0,0,0,4,4,4,5,2012,1,4.5,3.5,5.5,5,3.5,4.25,0.15
"534",4,7,7,3,5,6,1,7,5,6,4,6,1,5,3,4,2,2,22,5,"FL",4,0.5,0,0,0,1,2,4,1,3,2012,NA,5.5,5,7,6.5,4,2.5,0.3
"535",2,7,7,2,2,4,1,7,1,4,6,4,1,6,6,6,2,1,20,3,"FL",4,NA,0.5,1,0,0,2,3,2,4,2012,1,3,3,7,5.5,1.5,2.75,0.375
"536",3,4,6,3,5,4,4,5,3,6,5,6,2,5,3,7,2,1,18,3,"FL",NA,NA,0.5,0,0,0,2,3,1,4,2012,1,5.5,3.5,5.5,5,3,2.5,0.125
"537",2,7,3,2,7,6,1,7,5,7,6,7,5,6,1,4,2,2,12,4,"FL",NA,0.5,0.5,0,0,0,2,5,1,5,2012,NA,7,4,5,7,3.5,3.25,0.2
"538",2,4,4,2,4,4,4,6,4,6,6,6,4,6,4,7,2,1,15,2,"FL",NA,0.166666666666667,0.5,0,0,0,2,2,2,4,2012,1,5,3,5,5,3,2.5,0.133333333333333
"539",1,7,7,1,4,1,1,7,1,4,7,7,1,7,4,10,2,2,12,3,"FL",2,0.333333333333333,0,0,0,0,3,1,2,2,2012,NA,4,1,7,7,1,2,0.0666666666666667
"540",5,5,4,3,6,6,3,7,4,6,3,6,4,5,2,7,2,2,8,2,"FL",4,0,0.5,1,0,0,2,4,3,5,2012,NA,6,5.5,5.5,5.5,3.5,3.5,0.3
"541",2,7,7,1,7,7,1,7,1,7,6,7,1,7,1,5,2,2,13,3,"FL",NA,NA,0.75,0,0,0,1,4,1,5,2012,NA,7,4.5,7,7,1,2.75,0.1875
"542",7,4,7,1,7,7,4,7,7,7,1,7,1,7,1,3,2,1,13,3,"FL",6,0,0,0,0,0,2,2,2,3,2012,1,7,7,7,5.5,4,2.25,0
"543",4,3,6,2,5,5,5,6,5,4,4,6,2,6,3,6,2,2,11,3,"FL",6,0.666666666666667,0.25,0,0,0,1,5,1,4,2012,NA,4.5,4.5,6,4.5,3.5,2.75,0.183333333333333
"544",3,5,3,1,1,2,3,4,5,5,5,5,5,7,7,7,6,1,NA,1,"FL",3,0,1,0,1,0,1,4,1,4,2012,1,3,2.5,3.5,5,3,2.5,0.4
"545",2,3,2,3,3,1,5,6,5,7,6,1,6,5,5,3,2,1,22,3,"FL",5,0.166666666666667,0.5,1,1,1,2,1,1,5,2012,1,5,1.5,4,2,4,2.25,0.733333333333333
"546",3,3,6,2,6,6,5,6,6,6,5,5,2,6,2,6,2,1,NA,3,"FL",NA,0.833333333333333,0.5,0,0,0,1,3,2,5,2012,1,6,4.5,6,4,4,2.75,0.266666666666667
"547",4,4,7,4,4,4,4,4,4,4,4,7,1,4,4,4,2,2,NA,2,"FL",NA,0.333333333333333,0.5,0,0,0,1,4,1,5,2012,NA,4,4,5.5,5.5,4,2.75,0.166666666666667
"548",4,7,5,2,1,7,1,3,5,6,4,7,3,6,7,8,2,2,1,1,"FL",NA,NA,0,0,0,0,1,4,5,1,2012,NA,3.5,5.5,4,7,3.5,2.75,0
"549",3,3,3,3,4,4,5,6,4,6,5,5,5,5,4,5,2,1,7,2,"FL",4,0.5,0,0,0,0,2,3,3,5,2012,1,5,3.5,4.5,4,3.5,3.25,0.1
"550",4,4,4,2,4,4,4,7,2,6,4,6,4,6,4,5,2,2,11,3,"IL",NA,NA,0.5,0,1,0,3,3,3,2,2012,NA,5,4,5.5,5,2,2.75,0.375
"551",1,2,1,1,1,6,6,7,6,7,7,7,7,7,7,10,2,2,19,2,"IL",6,NA,0,0,0,0,2,4,1,4,2012,NA,4,3.5,4,4.5,3.5,2.75,0
"552",2,7,5,2,7,1,1,3,3,6,6,7,3,6,1,1,2,1,19,2,"IL",4,NA,0.25,1,0,0,2,1,1,4,2012,1,6.5,1.5,4,7,2.5,2,0.3125
"553",4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,11,2,2,3,2,"IL",NA,NA,0,0,0,0,5,2,2,4,2012,NA,4,4,4.5,4,4.5,3.25,0
"554",2,5,1,2,2,3,3,4,4,6,6,6,7,6,6,10,2,2,14,1,"IL",NA,0.333333333333333,0.5,0,1,1,3,3,2,5,2012,NA,4,2.5,2.5,5.5,3,3.25,0.566666666666667
"555",3,4,7,2,7,4,4,7,2,6,5,7,1,6,1,4,6,1,13,2,"IL",4,0.166666666666667,0.5,0,0,0,1,2,2,5,2012,1,6.5,3.5,7,5.5,2,2.5,0.133333333333333
"556",1,3,4,2,1,6,5,6,2,7,7,7,4,6,7,8,2,2,1,3,"IL",NA,NA,0.5,0,0,0,2,2,2,5,2012,NA,4,3.5,5,5,2,2.75,0.125
"557",4,5,4,3,4,3,3,4,3,4,4,4,4,5,4,6,2,1,NA,2,"IL",2,0.5,0.5,1,1,1,3,5,2,4,2012,1,4,3.5,4,4.5,3,3.5,0.8
"558",2,4,4,2,2,6,4,6,2,6,6,7,4,6,6,11,2,2,14,3,"IL",NA,0.5,0.5,0,0,1,5,1,2,5,2012,NA,4,4,5,5.5,2,3.25,0.4
"559",2,7,7,1,7,6,1,7,1,7,6,7,1,7,1,5,2,2,13,4,"IL",NA,NA,0.25,1,0,0,2,2,1,5,2012,NA,7,4,7,7,1,2.5,0.3125
"560",3,7,5,2,7,6,1,6,1,5,5,7,3,6,1,9,NA,2,12,4,"IL",5,0.333333333333333,0.25,0,0,0,4,5,4,4,2012,NA,6,4.5,5.5,7,1.5,4.25,0.116666666666667
"561",2,7,6,2,4,5,1,6,5,5,6,7,2,6,4,6,2,2,11,2,"IL",NA,0.333333333333333,0,0,0,0,4,5,3,5,2012,NA,4.5,3.5,6,7,3.5,4.25,0.0666666666666667
"562",7,4,7,2,7,6,4,6,1,5,1,6,1,6,1,6,2,2,9,1,"IL",NA,NA,0,0,0,0,1,4,1,5,2012,NA,6,6.5,6.5,5,1.5,2.75,0
"563",3,5,5,5,5,3,3,5,4,5,5,4,3,3,3,3,2,1,14,2,"IL",NA,NA,0.5,0,0,0,2,3,2,4,2012,1,5,3,5,4.5,4.5,2.75,0.125
"564",4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,11,2,1,9,3,"IL",NA,0.833333333333333,0.5,1,1,0,4,3,3,5,2012,1,4,4,4,4,3.5,3.75,0.666666666666667
"565",1,7,5,4,6,2,1,3,3,5,7,6,3,4,2,3,2,1,9,3,"IL",2,0.166666666666667,0.25,0,0,0,2,4,2,3,2012,1,5.5,1.5,4,6.5,3.5,2.75,0.0833333333333333
"566",5,5,5,6,6,3,3,3,3,3,3,3,3,2,2,13,6,1,28,2,"IL",4,0.333333333333333,0,0,0,1,4,2,2,2,2012,1,4.5,4,4,4,4.5,2.5,0.266666666666667
"567",1,1,7,1,7,6,7,7,1,7,7,7,1,7,1,1,2,1,1,2,"IL",5,0,1,0,0,0,1,3,3,4,2012,1,7,3.5,7,4,1,2.75,0.2
"568",2,7,7,1,6,4,1,6,1,5,6,7,1,7,2,9,2,2,19,3,"IL",4,0.333333333333333,0.5,0,0,0,2,5,2,5,2012,NA,5.5,3,6.5,7,1,3.5,0.166666666666667
"569",2,4,2,1,1,7,4,7,6,7,6,7,6,7,7,10,2,2,7,4,"IL",5,0,0,0,0,0,1,5,1,5,2012,NA,4,4.5,4.5,5.5,3.5,3,0
"570",6,3,7,3,7,6,5,6,4,5,2,5,1,5,1,4,2,2,14,4,"IL",NA,0.833333333333333,0.5,0,0,0,5,5,3,5,2012,NA,6,6,6.5,4,3.5,4.5,0.266666666666667
"571",2,2,2,2,2,7,6,6,6,6,6,6,6,6,6,9,2,2,NA,1,"IL",1,0.333333333333333,0.75,0,0,0,2,4,4,4,2012,NA,4,4.5,4,4,4,3.5,0.216666666666667
"572",4,4,5,5,5,2,4,4,5,4,4,3,3,3,3,5,2,1,NA,3,"IL",6,0,0.5,0,0,1,3,3,5,4,2012,1,4.5,3,4.5,3.5,5,3.75,0.3
"573",7,3,7,6,7,7,5,5,6,4,1,5,1,2,1,2,6,2,NA,3,"IL",NA,0.333333333333333,0.75,0,0,0,2,3,3,5,2012,NA,5.5,7,6,4,6,3.25,0.216666666666667
"574",6,4,7,2,6,4,4,7,3,6,2,7,1,6,2,3,2,2,13,3,"IL",NA,0.166666666666667,0.5,0,0,0,3,3,1,3,2012,NA,6,5,7,5.5,2.5,2.5,0.133333333333333
"575",2,6,6,2,5,6,2,6,2,6,6,6,2,6,3,8,2,2,19,3,"IL",5,0,0.5,0,0,0,5,5,1,4,2012,NA,5.5,4,6,6,2,3.75,0.1
"576",6,3,2,1,6,3,5,6,2,7,2,6,6,7,2,1,2,1,NA,2,"IL",NA,0.833333333333333,0.5,1,1,1,1,4,1,2,2012,1,6.5,4.5,4,4.5,1.5,2,0.866666666666667
"577",5,1,4,3,5,7,7,7,3,7,3,6,4,5,3,5,2,2,NA,5,"IL",5,0.333333333333333,0,1,1,1,3,4,1,5,2012,NA,6,6,5.5,3.5,3,3.25,0.666666666666667
"578",3,3,3,2,6,6,5,6,5,7,5,6,5,6,2,2,2,2,NA,3,"KY",NA,0.333333333333333,0.5,0,0,0,2,1,1,3,2012,NA,6.5,4.5,4.5,4.5,3.5,1.75,0.166666666666667
"579",3,2,3,3,1,6,6,5,5,6,5,6,5,5,7,3,2,2,NA,5,"KY",2,NA,0.25,0,0,0,5,1,1,4,2012,NA,3.5,4.5,4,4,4,2.75,0.0625
"580",6,3,4,2,6,6,5,6,2,6,2,5,4,6,2,5,6,1,5,3,"KY",3,0.5,0.5,0,1,1,3,3,1,4,2012,1,6,6,5,4,2,2.75,0.6
"581",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,2,2,2,3,"KY",3,0.666666666666667,0.25,0,0,0,4,4,2,5,2012,NA,4,4,4,4,4,3.75,0.183333333333333
"582",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,NA,1,"KY",NA,NA,0,NA,0,0,5,3,1,3,2012,NA,4,4,4,4,4,3,0
"583",3,7,7,2,6,5,1,7,5,6,5,6,1,6,2,3,2,2,NA,3,"KY",4,0.166666666666667,NA,0,NA,NA,3,4,1,4,2012,NA,6,4,7,6.5,3.5,3,0.0833333333333333
"584",1,4,2,3,7,3,4,1,5,7,7,5,6,5,1,4,5,2,23,2,"NM",2,0.5,0.75,0,NA,1,3,3,1,5,2012,NA,7,2,1.5,4.5,4,3,0.5625
"585",1,3,2,4,5,6,5,5,7,6,7,6,6,4,3,3,5,2,8,2,"NM",3,0,0.5,1,0,0,5,2,2,3,2012,NA,5.5,3.5,3.5,4.5,5.5,3,0.3
"586",7,6,3,1,7,7,2,6,1,7,1,7,5,7,1,4,5,2,13,3,"NM",3,0.5,0.75,1,0,0,5,5,3,4,2012,NA,7,7,4.5,6.5,1,4.25,0.45
"587",6,7,7,1,6,2,1,7,1,7,2,3,1,7,2,8,5,1,12,2,"NM",NA,0.5,0.75,1,1,0,2,5,1,5,2012,1,6.5,4,7,5,1,3.25,0.65
"588",1,4,2,3,6,4,4,6,6,4,7,7,6,5,2,8,5,1,11,1,"NM",6,0.166666666666667,0.25,0,0,0,1,5,1,4,2012,1,5,2.5,4,5.5,4.5,2.75,0.0833333333333333
"589",4,5,5,3,5,4,3,5,4,5,4,5,3,5,3,4,5,2,9,4,"NM",2,0,0.5,0,0,0,2,4,2,3,2012,NA,5,4,5,5,3.5,2.75,0.1
