"","State","Rate","Year","state","abbr","p_non_white","ue_rate","div_rate","poverty_rate","giniE","p_urban","confed","male_under25","X","Extra_rs","Agree_rs","Cons_rs","Neur_rs","Open_rs","Extra_1","Agree_1","Cons_1","Neur_1","Open_1","Extra_2","Agree_2","Cons_2","Neur_2","Open_2","age","race","gender","income","edu","ideology","spending","reg_business","govrole_big","strong_gov","less_gov_better","trad_1_r","trad_2","trad_3_r","trad_4","male","Open","Extra","Cons","Agree","Neur","traditionalism","Operational"
"1404","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4609,7,2,7,4,6,7,6,6,5,4,1,6,1,4,2,10,5,2,12,2,4,0.333333333333333,0.5,1,1,1,1,4,1,3,NA,5,7,6.5,4,4.5,2.25,0.766666666666667
"1405","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4622,3,3,4,1,5,2,5,7,3,3,5,3,4,7,3,4,1,1,15,3,6,1,0.75,1,1,1,5,4,4,4,1,4,2.5,5.5,3,2,4.25,0.95
"1406","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4628,1,7,5,1,4,4,1,7,2,6,7,6,3,7,4,12,1,2,16,3,4,0.5,0.5,0,0,1,5,5,2,5,NA,5,2.5,6,6.5,1.5,4.25,0.4
"1407","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4639,2,7,6,2,5,3,1,6,4,4,6,5,2,6,3,11,3,2,15,4,5,0.833333333333333,0.75,1,1,1,4,5,2,4,NA,4.5,2.5,6,6,3,3.75,0.916666666666667
"1408","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4666,3,4,7,4,4,5,4,6,5,4,5,4,1,4,4,9,5,2,7,2,4,0.5,0.5,1,0,0,3,3,2,3,NA,4,4,6.5,4,4.5,2.75,0.4
"1409","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4668,7,6,5,6,4,5,2,5,3,7,1,6,3,2,4,7,1,2,17,1,3,0.333333333333333,0,0,0,0,1,5,2,4,NA,5.5,6,5,6,4.5,3,0.0666666666666667
"1410","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4680,3,6,6,2,6,5,2,6,4,6,5,6,2,6,2,4,5,1,20,3,5,0.833333333333333,0.5,0,0,1,4,4,3,4,1,6,4,6,6,3,3.75,0.466666666666667
"1411","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4700,1,2,1,1,3,7,6,7,7,7,7,7,7,7,5,12,5,2,10,5,4,1,1,0,1,1,1,5,1,5,NA,5,4,4,4.5,4,3,0.8
"1412","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4759,3,7,7,1,5,4,1,6,1,5,5,6,1,7,3,13,1,2,13,2,4,0.5,0.5,1,1,0,4,4,3,3,NA,5,3.5,6.5,6.5,1,3.5,0.6
"1413","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4807,4,4,3,5,4,4,4,5,5,4,4,4,5,3,4,1,1,1,11,1,4,NA,0.5,0,1,1,2,3,3,3,1,4,4,4,4,5,2.75,0.625
"1414","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4825,3,5,6,1,7,6,3,7,1,7,5,6,2,7,1,8,1,1,11,3,4,0.666666666666667,0.5,1,1,1,1,4,3,5,1,7,4.5,6.5,5.5,1,3.25,0.833333333333333
"1415","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4830,6,5,6,6,6,5,3,4,6,5,2,5,2,2,2,3,1,2,11,4,6,0.666666666666667,0.5,1,0,0,4,2,3,4,NA,5.5,5.5,5,5,6,3.25,0.433333333333333
"1416","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4848,3,5,5,3,5,4,3,5,3,5,5,5,3,5,3,12,5,2,1,1,5,0.5,1,0,0,1,1,5,2,5,NA,5,3.5,5,5,3,3.25,0.5
"1417","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4855,6,2,7,2,5,7,6,7,6,6,2,5,1,6,3,9,5,1,17,4,3,0.5,0.5,1,0,1,1,4,2,4,1,5.5,6.5,7,3.5,4,2.75,0.6
"1418","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4857,3,4,4,1,4,7,4,7,4,6,5,5,4,7,4,12,2,2,11,5,4,0.333333333333333,0.25,0,0,0,4,4,1,4,NA,5,5,5.5,4.5,2.5,3.25,0.116666666666667
"1419","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4877,5,5,4,4,5,5,3,6,4,5,3,5,4,4,3,7,1,1,8,1,4,0.666666666666667,0.5,1,1,1,2,2,2,3,1,5,5,5,5,4,2.25,0.833333333333333
"1420","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4891,3,6,6,3,5,5,2,6,5,2,5,5,2,5,3,11,1,1,21,2,5,0.666666666666667,0.75,1,1,1,4,4,4,4,1,3.5,4,6,5.5,4,4,0.883333333333333
"1421","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4894,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,5,1,6,2,4,NA,0.5,1,1,1,1,4,2,5,1,4,4,4,4,4,3,0.875
"1422","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4901,2,7,6,2,5,5,1,5,2,5,6,6,2,6,3,8,1,1,11,4,5,0.833333333333333,0.5,1,1,1,2,4,2,4,1,5,3.5,5.5,6.5,2,3,0.866666666666667
"1423","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4947,1,3,7,1,1,1,5,7,4,4,7,5,1,7,7,8,5,2,15,5,7,1,0.5,1,1,1,5,1,5,5,NA,2.5,1,7,4,2.5,4,0.9
"1424","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4953,6,2,3,4,5,6,6,5,7,4,2,4,5,4,3,7,2,1,1,3,2,0.333333333333333,0.25,0,1,0,1,3,2,4,1,4.5,6,4,3,5.5,2.5,0.316666666666667
"1425","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4966,2,7,3,2,7,6,1,5,2,7,6,6,5,6,1,11,1,2,27,3,3,0.166666666666667,0.5,0,0,0,1,2,1,1,NA,7,4,4,6.5,2,1.25,0.133333333333333
"1426","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4980,6,4,5,5,2,5,4,3,4,3,2,4,3,3,6,4,5,2,16,2,3,0.333333333333333,0,1,0,0,3,4,3,5,NA,2.5,5.5,4,4,4.5,3.75,0.266666666666667
"1427","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4987,6,4,5,1,6,4,4,6,1,6,2,6,3,7,2,3,1,1,18,3,6,0.833333333333333,0.5,1,1,1,5,4,3,3,1,6,5,5.5,5,1,3.75,0.866666666666667
"1428","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,4989,2,3,7,7,3,3,5,3,5,5,6,2,1,1,5,4,6,2,11,2,5,NA,0,0,1,1,4,5,4,5,NA,4,2.5,5,2.5,6,4.5,0.5
"1429","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5006,4,6,6,3,4,4,2,5,4,3,4,5,2,5,4,11,5,1,3,2,4,0.333333333333333,0.5,1,1,1,2,4,2,5,1,3.5,4,5.5,5.5,3.5,3.25,0.766666666666667
"1430","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5011,2,6,7,1,5,5,2,6,1,6,6,6,1,7,3,5,1,1,21,5,5,0.666666666666667,0.5,1,1,1,5,4,4,5,1,5.5,3.5,6.5,6,1,4.5,0.833333333333333
"1431","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5014,3,7,6,2,4,3,1,6,3,3,5,5,2,6,4,10,1,2,19,3,7,0.666666666666667,0.75,1,1,1,5,5,5,5,NA,3.5,3,6,6,2.5,5,0.883333333333333
"1432","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5027,3,7,7,2,4,6,1,6,4,4,5,6,1,6,4,11,1,2,2,2,4,0.666666666666667,0.25,0,0,0,3,4,3,4,NA,4,4.5,6.5,6.5,3,3.5,0.183333333333333
"1433","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5036,2,5,6,4,5,2,3,6,4,7,6,6,2,4,3,7,1,2,1,5,4,0.333333333333333,1,0,0,1,2,2,2,2,NA,6,2,6,5.5,4,2,0.466666666666667
"1434","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5070,2,4,5,4,6,5,4,6,3,6,6,6,3,4,2,8,1,1,1,3,6,0,0.25,1,0,0,1,5,5,4,1,6,3.5,5.5,5,3.5,3.75,0.25
"1435","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5072,3,6,7,1,7,5,2,7,2,3,5,7,1,7,1,11,5,2,10,1,5,NA,0.5,1,0,0,5,5,2,5,NA,5,4,7,6.5,1.5,4.25,0.375
"1436","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5093,7,6,7,2,6,6,2,7,1,2,1,6,1,6,2,9,5,2,13,2,1,0.333333333333333,0.5,0,0,0,2,4,2,5,NA,4,6.5,7,6,1.5,3.25,0.166666666666667
"1437","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5109,1,4,7,1,6,4,4,6,2,5,7,7,1,7,2,9,1,1,14,5,4,0.666666666666667,0.5,1,1,1,4,4,2,2,1,5.5,2.5,6.5,5.5,1.5,3,0.833333333333333
"1438","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5124,5,4,3,4,6,3,4,5,4,4,3,3,5,4,2,3,1,1,6,3,5,0.5,0.75,1,1,1,1,5,2,3,1,5,4,4,3.5,4,2.75,0.85
"1439","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5130,2,3,3,2,5,6,5,5,6,6,6,7,5,6,3,8,1,1,5,1,4,0.166666666666667,0.5,1,0,0,2,4,4,5,1,5.5,4,4,5,4,3.75,0.333333333333333
"1440","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5137,5,5,6,3,4,5,3,6,3,4,3,6,2,5,4,6,5,2,26,3,4,0.5,0.5,0,0,1,4,4,3,4,NA,4,5,6,5.5,3,3.75,0.4
"1441","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5138,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,1,3,0.5,0.5,0,0,0,2,4,2,4,NA,4,4,4,4,4,3,0.2
"1442","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5178,4,5,6,2,6,6,3,7,2,5,4,6,2,6,2,6,1,1,7,2,3,0.666666666666667,0.75,1,1,0,4,4,3,4,1,5.5,5,6.5,5.5,2,3.75,0.683333333333333
"1443","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5182,6,3,7,3,6,6,5,7,3,6,2,7,1,5,2,10,1,2,9,3,3,0.333333333333333,0.5,0,0,0,4,3,2,5,NA,6,6,7,5,3,3.5,0.166666666666667
"1444","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5191,3,4,7,1,4,6,4,7,2,6,5,5,1,7,4,10,1,1,20,2,5,0.666666666666667,0.5,1,0,1,4,4,2,5,1,5,4.5,7,4.5,1.5,3.75,0.633333333333333
"1445","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5202,2,3,7,1,6,6,5,7,4,6,6,6,1,7,2,11,5,1,9,5,2,0.5,0.5,1,0,1,5,4,5,5,1,6,4,7,4.5,2.5,4.75,0.6
"1446","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5207,1,7,7,1,6,6,1,7,4,6,7,7,1,7,2,7,5,1,18,3,2,0.333333333333333,0.5,0,0,0,5,1,1,3,1,6,3.5,7,7,2.5,2.5,0.166666666666667
"1447","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5209,5,4,3,4,4,4,4,4,4,3,3,4,5,4,4,13,1,2,12,NA,4,0.666666666666667,0.5,0,0,1,2,3,2,4,NA,3.5,4.5,3.5,4,4,2.75,0.433333333333333
"1448","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5235,4,6,6,4,5,4,2,7,4,5,4,5,2,4,3,10,5,2,4,2,4,0.333333333333333,0.25,0,0,0,2,5,2,5,NA,5,4,6.5,5.5,4,3.5,0.116666666666667
"1449","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5236,5,6,6,2,6,5,2,6,2,5,3,4,2,6,2,9,5,1,17,3,5,0.666666666666667,0.5,1,1,1,2,2,1,3,1,5.5,5,6,5,2,2,0.833333333333333
"1450","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5251,7,3,7,3,5,7,5,7,5,6,1,4,1,5,3,6,1,2,14,4,3,0.666666666666667,0.5,1,0,1,4,2,1,3,NA,5.5,7,7,3.5,4,2.5,0.633333333333333
"1451","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5259,3,6,3,2,2,6,2,6,3,5,5,6,5,6,6,6,1,2,14,4,5,0.333333333333333,0.5,0,0,0,5,5,3,5,NA,3.5,4.5,4.5,6,2.5,4.5,0.166666666666667
"1452","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5284,2,7,7,2,6,7,1,7,2,7,6,6,1,6,2,9,1,2,17,2,5,0.5,0.5,0,0,0,4,5,4,4,NA,6.5,4.5,7,6.5,2,4.25,0.2
"1453","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5366,5,6,7,1,7,7,2,7,1,7,3,7,1,7,1,3,2,1,17,4,1,0,0.25,0,0,0,2,5,3,5,1,7,6,7,6.5,1,3.75,0.05
"1454","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5393,6,6,4,5,3,5,2,4,2,5,2,6,4,3,5,11,1,1,27,5,4,0.333333333333333,0.25,0,0,0,2,2,2,4,1,4,5.5,4,6,3.5,2.5,0.116666666666667
"1455","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5395,4,4,4,4,3,4,4,4,4,4,4,3,4,4,5,1,2,2,NA,2,4,0.333333333333333,NA,NA,NA,NA,3,4,3,3,NA,3.5,4,4,3.5,4,3.25,0.333333333333333
"1456","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5401,7,4,7,3,7,4,4,7,5,3,1,5,1,5,1,4,1,2,13,3,5,0.5,0.75,1,1,1,3,4,4,5,NA,5,5.5,7,4.5,4,4,0.85
"1457","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5415,3,6,7,1,5,6,2,7,2,6,5,6,1,7,3,11,1,2,19,5,4,0.666666666666667,0.5,0,0,1,4,4,2,4,NA,5.5,4.5,7,6,1.5,3.5,0.433333333333333
"1458","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5421,5,7,7,3,6,5,1,7,2,7,3,6,1,5,2,7,1,2,22,3,5,0.833333333333333,0.75,1,1,1,4,4,2,3,NA,6.5,5,7,6.5,2.5,3.25,0.916666666666667
"1459","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5427,4,5,6,3,6,5,3,5,6,6,4,7,2,5,2,11,NA,2,11,1,5,0.5,0.5,0,0,1,1,4,1,5,NA,6,4.5,5.5,6,4.5,2.75,0.4
"1460","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5439,1,3,1,2,2,4,5,7,6,5,7,7,7,6,6,3,1,2,15,1,4,NA,0.5,1,1,1,4,4,1,3,NA,3.5,2.5,4,5,4,3,0.875
"1461","Florida",487.1,2012,"FL","FL",0.23683374635979,0.11544567022768,10.5530271513002,0.171240428079259,0.4828,0.911630306611614,1,0.135909529084893,5449,2,6,6,2,3,4,2,7,3,4,6,6,2,6,5,12,5,2,7,2,6,0.833333333333333,0.5,1,0,1,2,5,2,5,NA,3.5,3,6.5,6,2.5,3.5,0.666666666666667
"1462","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,131,4,5,6,4,5,6,3,6,3,5,4,5,2,4,3,6,6,1,25,3,5,0.666666666666667,0.5,1,1,1,2,3,1,4,1,5,5,6,5,3.5,2.5,0.833333333333333
"1463","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,132,3,4,6,4,6,4,4,7,5,5,5,3,2,4,2,4,1,1,22,2,4,0.666666666666667,0.75,1,0,1,2,3,2,3,1,5.5,3.5,6.5,3.5,4.5,2.5,0.683333333333333
"1464","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,133,6,4,7,2,5,6,4,7,1,6,2,6,1,6,3,9,1,1,22,4,4,0.5,0.25,0,0,0,2,3,4,4,1,5.5,6,7,5,1.5,3.25,0.15
"1465","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,134,7,3,3,2,5,6,5,6,2,6,1,6,5,6,3,5,1,1,14,2,5,0.833333333333333,0.75,1,1,1,5,4,2,5,1,5.5,6.5,4.5,4.5,2,4,0.916666666666667
"1466","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,135,7,3,6,6,6,7,5,6,5,5,1,6,2,2,2,5,1,2,15,4,4,0.666666666666667,0.5,1,0,0,2,2,2,1,NA,5.5,7,6,4.5,5.5,1.75,0.433333333333333
"1467","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,136,5,6,3,5,2,5,2,7,2,5,3,6,5,3,6,6,1,1,16,3,3,1,0.5,1,1,1,3,4,5,5,1,3.5,5,5,6,3.5,4.25,0.9
"1468","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,137,5,3,6,4,5,6,5,7,2,7,3,6,2,4,3,9,2,2,18,4,5,0.5,0.5,0,0,1,5,5,2,2,NA,6,5.5,6.5,4.5,3,3.5,0.4
"1469","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,138,3,6,6,2,5,6,2,6,3,5,5,6,2,6,3,8,5,1,22,3,NA,0.666666666666667,0.5,0,0,0,5,5,4,5,1,5,4.5,6,6,2.5,4.75,0.233333333333333
"1470","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,808,2,3,3,2,5,2,5,6,3,5,6,4,5,6,3,7,1,1,24,5,6,1,0.75,1,1,1,5,2,3,4,1,5,2,4.5,3.5,2.5,3.5,0.95
"1471","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,809,2,4,7,2,6,6,4,7,2,6,6,6,1,6,2,3,6,2,25,3,1,0.5,0.5,0,0,0,4,2,1,1,NA,6,4,7,5,2,2,0.2
"1472","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,810,7,2,3,3,3,6,6,7,5,5,1,5,5,5,5,13,1,2,7,4,6,0.5,0.5,0,1,1,2,4,2,5,NA,4,6.5,5,3.5,4,3.25,0.6
"1473","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,811,4,4,6,4,2,4,4,7,4,6,4,4,2,4,6,11,1,1,12,3,4,0.5,0.5,0,1,0,1,5,1,5,1,4,4,6.5,4,4,3,0.4
"1474","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,812,4,7,6,2,4,3,1,6,3,6,4,6,2,6,4,4,1,1,14,4,5,0.666666666666667,0.5,1,0,1,4,4,4,4,1,5,3.5,6,6.5,2.5,4,0.633333333333333
"1475","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,813,6,6,6,2,6,6,2,7,1,6,2,7,2,6,2,9,1,2,14,1,4,0.5,0.5,1,0,0,4,4,4,5,NA,6,6,6.5,6.5,1.5,4.25,0.4
"1476","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,814,2,5,3,2,4,5,3,6,2,5,6,6,5,6,4,13,1,2,NA,5,6,1,0.5,1,1,1,5,5,3,5,NA,4.5,3.5,4.5,5.5,2,4.5,0.9
"1477","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,815,6,6,6,2,4,6,2,7,1,7,2,6,2,6,4,13,1,2,16,5,5,0.666666666666667,0.5,1,1,1,3,5,2,5,NA,5.5,6,6.5,6,1.5,3.75,0.833333333333333
"1478","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,816,6,6,5,5,5,6,2,5,5,5,2,4,3,3,3,6,1,1,23,5,6,0.666666666666667,0.75,1,1,1,4,5,4,4,1,5,6,5,5,5,4.25,0.883333333333333
"1479","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,817,2,6,4,3,3,2,2,5,2,7,6,3,4,5,5,5,3,2,NA,4,4,0.5,0.5,1,0,0,1,5,1,3,NA,5,2,4.5,4.5,2.5,2.5,0.4
"1480","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,818,5,4,7,1,4,7,4,7,5,6,3,7,1,7,4,7,1,2,21,3,5,0.5,0.5,0,0,0,5,3,2,4,NA,5,6,7,5.5,3,3.5,0.2
"1481","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,819,3,7,4,3,5,6,1,7,5,5,5,7,4,5,3,10,2,2,10,3,4,0.5,0.25,1,0,1,5,4,1,5,NA,5,4.5,5.5,7,4,3.75,0.55
"1482","Georgia",378.9,2012,"GA","GA",0.395879110216841,0.110375729183033,10.9266227878433,0.191506305661192,0.4809,0.750661795999506,1,0.151007832732399,820,6,4,7,1,6,6,4,7,6,3,2,7,1,7,2,8,2,2,NA,3,NA,0,0.5,0,0,0,2,3,2,2,NA,4.5,6,7,5.5,3.5,2.25,0.1
